shipment_id,shipment_time,weather_condition,geopolitical_event,supplier_reliability,transportation_mode,route_risk,delay
SHIP_2977,12,Clear,Sanction,0.87,Sea,6,6
SHIP_2978,14,Clear,Strike,0.45,Air,5,6
SHIP_2979,10,Clear,None,0.86,Air,9,4
SHIP_2980,6,Clear,Tariff,0.58,Sea,9,6
SHIP_2981,6,Storm,Sanction,0.43,Air,3,5
SHIP_2982,14,Clear,Strike,0.83,Road,9,8
SHIP_2983,13,Snow,Tariff,0.36,Rail,3,6
SHIP_2984,6,Storm,Tariff,0.66,Road,4,6
SHIP_2985,7,Rainy,Sanction,0.34,Rail,1,4
SHIP_2986,3,Rainy,None,0.55,Air,5,3
SHIP_2987,7,Snow,Strike,0.72,Air,9,8
SHIP_2988,12,Snow,Strike,0.69,Sea,2,7
SHIP_2989,5,Storm,None,0.58,Air,4,4
SHIP_2990,9,Rainy,None,0.6,Air,2,3
SHIP_2991,14,Rainy,None,0.46,Sea,8,7
SHIP_2992,12,Rainy,Sanction,0.62,Sea,9,8
SHIP_2993,10,Rainy,Sanction,0.97,Rail,3,5
SHIP_2994,10,Rainy,Strike,0.9,Air,9,7
SHIP_2995,9,Clear,Sanction,0.4,Rail,6,7
SHIP_2996,4,Snow,Tariff,0.32,Rail,6,5
SHIP_2997,11,Clear,Strike,0.95,Road,7,6
SHIP_2998,12,Rainy,Sanction,0.67,Air,5,5
SHIP_2999,12,Storm,None,0.68,Air,6,5
SHIP_3000,5,Storm,Tariff,0.85,Road,1,5
SHIP_3001,2,Rainy,None,0.52,Rail,3,3
SHIP_3002,10,Rainy,Strike,0.64,Air,9,8
SHIP_3003,6,Storm,None,0.98,Rail,5,5
SHIP_3004,7,Clear,Sanction,0.77,Road,5,4
SHIP_3005,4,Clear,Sanction,0.41,Sea,8,5
SHIP_3006,12,Rainy,Strike,0.39,Rail,2,6
SHIP_3007,11,Clear,None,0.44,Air,7,4
SHIP_3008,9,Storm,Strike,0.84,Sea,9,9
SHIP_3009,8,Clear,None,0.51,Rail,7,4
SHIP_3010,2,Rainy,Tariff,0.31,Rail,5,5
SHIP_3011,11,Storm,Sanction,0.96,Sea,6,7
SHIP_3012,13,Clear,Strike,0.42,Sea,4,7
SHIP_3013,6,Snow,Tariff,0.31,Sea,7,6
SHIP_3014,11,Storm,Tariff,0.47,Air,1,5
SHIP_3015,10,Storm,Strike,0.46,Air,4,7
SHIP_3016,13,Snow,Strike,0.6,Rail,3,7
SHIP_3017,12,Snow,Tariff,0.94,Rail,4,5
SHIP_3018,13,Storm,None,0.92,Road,1,5
SHIP_3019,7,Snow,Tariff,0.62,Air,2,4
SHIP_3020,9,Rainy,Strike,0.59,Rail,9,8
SHIP_3021,11,Rainy,Tariff,0.69,Sea,7,6
SHIP_3022,2,Rainy,None,0.47,Sea,6,4
SHIP_3023,11,Storm,Sanction,0.34,Air,2,6
SHIP_3024,12,Snow,Sanction,0.96,Sea,1,6
SHIP_3025,8,Snow,Tariff,0.43,Road,2,4
SHIP_3026,4,Clear,None,0.44,Rail,7,4
SHIP_3027,10,Clear,Sanction,0.63,Rail,2,4
SHIP_3028,7,Snow,Tariff,0.64,Rail,3,5
SHIP_3029,6,Snow,Tariff,0.31,Air,8,5
SHIP_3030,9,Snow,None,0.4,Sea,7,7
SHIP_3031,9,Storm,Strike,0.56,Road,9,9
SHIP_3032,13,Snow,Tariff,0.78,Air,4,5
SHIP_3033,13,Clear,Strike,0.46,Rail,7,6
SHIP_3034,4,Storm,Strike,0.6,Road,1,5
SHIP_3035,3,Snow,Sanction,0.69,Rail,2,5
SHIP_3036,3,Clear,Strike,0.92,Rail,7,4
SHIP_3037,6,Storm,None,0.53,Air,2,4
SHIP_3038,11,Snow,Sanction,0.39,Rail,6,7
SHIP_3039,13,Snow,Sanction,0.64,Road,9,8
SHIP_3040,8,Snow,Sanction,0.82,Rail,5,6
SHIP_3041,9,Storm,Tariff,0.38,Sea,7,9
SHIP_3042,11,Clear,Tariff,0.6,Rail,1,4
SHIP_3043,9,Clear,Strike,0.31,Air,8,6
SHIP_3044,14,Rainy,Sanction,0.32,Road,9,7
SHIP_3045,13,Snow,Sanction,0.64,Air,5,6
SHIP_3046,9,Rainy,None,0.51,Sea,6,5
SHIP_3047,11,Rainy,Strike,0.89,Rail,8,8
SHIP_3048,13,Clear,None,0.72,Air,4,4
SHIP_3049,12,Storm,Strike,0.62,Air,2,7
SHIP_3050,4,Storm,Strike,0.59,Air,8,7
SHIP_3051,12,Clear,Tariff,0.65,Air,2,4
SHIP_3052,3,Storm,Tariff,0.33,Sea,5,6
SHIP_3053,14,Rainy,None,0.92,Sea,6,6
SHIP_3054,5,Snow,Strike,1.0,Rail,5,6
SHIP_3055,2,Clear,Sanction,0.43,Rail,6,5
SHIP_3056,4,Snow,Tariff,0.38,Road,6,5
SHIP_3057,12,Storm,Sanction,0.4,Sea,3,7
SHIP_3058,10,Snow,None,0.76,Air,3,4
SHIP_3059,8,Storm,Tariff,0.76,Air,9,7
SHIP_3060,8,Storm,Tariff,0.89,Road,3,5
SHIP_3061,2,Rainy,Strike,0.83,Air,3,4
SHIP_3062,8,Storm,None,0.61,Road,2,6
SHIP_3063,11,Rainy,Strike,0.73,Rail,7,7
SHIP_3064,8,Rainy,Tariff,0.78,Sea,4,5
SHIP_3065,5,Rainy,None,0.66,Road,1,3
SHIP_3066,8,Clear,Tariff,0.63,Air,6,5
SHIP_3067,9,Clear,None,0.75,Road,5,3
SHIP_3068,4,Storm,Tariff,0.69,Rail,2,5
SHIP_3069,14,Rainy,Sanction,0.75,Air,6,6
SHIP_3070,11,Clear,Sanction,0.73,Rail,1,4
SHIP_3071,3,Rainy,Strike,0.8,Rail,3,5
SHIP_3072,8,Snow,Sanction,0.75,Road,4,5
SHIP_3073,6,Snow,Tariff,0.66,Rail,3,4
SHIP_3074,6,Snow,Tariff,0.78,Air,6,6
SHIP_3075,6,Storm,Sanction,0.61,Rail,4,7
SHIP_3076,8,Rainy,Strike,0.47,Rail,1,4
SHIP_3077,10,Snow,Sanction,0.3,Road,5,7
SHIP_3078,12,Clear,None,0.69,Rail,5,4
SHIP_3079,9,Snow,None,0.71,Sea,9,7
SHIP_3080,7,Snow,None,0.98,Road,8,5
SHIP_3081,8,Snow,Sanction,0.55,Road,8,7
SHIP_3082,10,Storm,Sanction,0.58,Air,5,7
SHIP_3083,12,Clear,Sanction,0.44,Air,8,6
SHIP_3084,7,Rainy,None,0.35,Air,7,4
SHIP_3085,2,Clear,Strike,0.84,Air,1,3
SHIP_3086,5,Rainy,Tariff,0.47,Sea,7,5
SHIP_3087,9,Storm,Sanction,0.73,Road,8,7
SHIP_3088,8,Storm,Strike,0.78,Rail,3,6
SHIP_3089,4,Storm,Tariff,0.63,Air,9,6
SHIP_3090,11,Storm,Tariff,0.91,Air,8,7
SHIP_3091,4,Rainy,Tariff,0.61,Air,2,3
SHIP_3092,12,Snow,Strike,0.5,Rail,6,8
SHIP_3093,4,Rainy,Strike,0.93,Air,4,5
SHIP_3094,13,Clear,None,0.9,Rail,3,4
SHIP_3095,2,Storm,Strike,0.41,Road,6,7
SHIP_3096,11,Storm,Strike,0.32,Road,9,9
SHIP_3097,2,Clear,Strike,0.36,Road,2,4
SHIP_3098,7,Rainy,Tariff,0.5,Sea,5,6
SHIP_3099,2,Snow,Sanction,0.98,Rail,6,5
SHIP_3100,6,Snow,None,0.69,Air,4,4
SHIP_3101,5,Clear,Sanction,0.56,Air,7,3
SHIP_3102,6,Snow,Sanction,0.92,Air,2,5
SHIP_3103,8,Rainy,Strike,0.62,Air,7,6
SHIP_3104,7,Rainy,None,0.52,Sea,2,5
SHIP_3105,13,Clear,Sanction,0.96,Air,1,4
SHIP_3106,10,Rainy,Sanction,0.89,Sea,5,5
SHIP_3107,7,Storm,None,0.89,Rail,2,4
SHIP_3108,10,Clear,Strike,0.66,Road,8,6
SHIP_3109,5,Rainy,Sanction,0.85,Air,8,5
SHIP_3110,2,Clear,Tariff,0.43,Road,1,2
SHIP_3111,2,Snow,Sanction,0.7,Rail,4,5
SHIP_3112,11,Rainy,Tariff,0.99,Rail,9,6
SHIP_3113,8,Storm,Strike,0.5,Air,5,7
SHIP_3114,14,Rainy,Sanction,0.86,Rail,6,7
SHIP_3115,14,Clear,None,0.64,Road,3,4
SHIP_3116,14,Clear,None,0.33,Air,5,5
SHIP_3117,4,Rainy,Sanction,0.83,Sea,1,4
SHIP_3118,3,Storm,Strike,0.42,Air,8,7
SHIP_3119,7,Storm,Strike,0.74,Road,6,7
SHIP_3120,7,Storm,None,0.36,Air,2,4
SHIP_3121,14,Clear,Sanction,0.96,Air,4,5
SHIP_3122,8,Rainy,Strike,0.5,Road,4,6
SHIP_3123,6,Snow,None,0.46,Air,9,6
SHIP_3124,9,Clear,Tariff,0.39,Air,9,5
SHIP_3125,8,Storm,Sanction,0.96,Road,5,6
SHIP_3126,3,Rainy,Tariff,0.8,Rail,3,3
SHIP_3127,2,Storm,Tariff,0.82,Road,1,4
SHIP_3128,14,Snow,Strike,0.65,Air,6,7
SHIP_3129,10,Storm,Strike,0.63,Sea,8,9
SHIP_3130,6,Storm,Strike,0.38,Sea,1,7
SHIP_3131,13,Snow,Sanction,0.69,Road,1,5
SHIP_3132,12,Rainy,Tariff,0.47,Sea,7,7
SHIP_3133,6,Clear,Sanction,0.98,Air,7,4
SHIP_3134,13,Rainy,Strike,0.86,Air,2,6
SHIP_3135,11,Snow,Tariff,0.59,Road,3,5
SHIP_3136,5,Storm,Sanction,0.41,Air,2,5
SHIP_3137,3,Rainy,Sanction,0.85,Rail,6,5
SHIP_3138,6,Clear,None,0.39,Air,8,4
SHIP_3139,3,Snow,Sanction,0.43,Road,8,6
SHIP_3140,13,Rainy,Strike,0.45,Rail,1,5
SHIP_3141,8,Clear,Sanction,0.69,Rail,9,6
SHIP_3142,12,Snow,Tariff,0.85,Sea,8,8
SHIP_3143,10,Clear,Sanction,0.52,Air,9,6
SHIP_3144,10,Snow,None,0.36,Road,9,6
SHIP_3145,12,Storm,Tariff,0.63,Sea,6,7
SHIP_3146,7,Rainy,Tariff,0.82,Sea,3,5
SHIP_3147,2,Clear,None,0.46,Air,1,1
SHIP_3148,14,Snow,Strike,0.45,Air,8,8
SHIP_3149,7,Clear,Tariff,0.96,Road,3,3
SHIP_3150,6,Clear,Strike,0.97,Sea,7,6
SHIP_3151,5,Rainy,Tariff,0.99,Road,6,4
SHIP_3152,13,Storm,Tariff,0.87,Sea,3,6
SHIP_3153,7,Clear,Strike,0.43,Sea,6,6
SHIP_3154,7,Snow,Tariff,0.45,Sea,3,5
SHIP_3155,7,Snow,Strike,0.54,Air,9,7
SHIP_3156,3,Storm,None,0.52,Sea,1,4
SHIP_3157,8,Snow,Strike,0.97,Sea,8,8
SHIP_3158,5,Storm,None,0.85,Sea,5,5
SHIP_3159,14,Snow,Tariff,0.81,Rail,4,6
SHIP_3160,13,Rainy,Strike,0.43,Air,1,5
SHIP_3161,10,Clear,Tariff,0.94,Rail,9,6
SHIP_3162,11,Rainy,Strike,0.88,Air,9,7
SHIP_3163,3,Clear,None,0.41,Road,5,3
SHIP_3164,6,Clear,None,0.91,Rail,9,4
SHIP_3165,5,Clear,Strike,0.49,Road,9,6
SHIP_3166,10,Rainy,None,0.36,Sea,7,6
SHIP_3167,5,Clear,Tariff,0.76,Road,8,4
SHIP_3168,9,Rainy,Tariff,0.76,Road,1,3
SHIP_3169,9,Storm,Sanction,0.37,Road,4,7
SHIP_3170,7,Snow,None,0.52,Road,4,5
SHIP_3171,7,Snow,Tariff,0.99,Air,9,6
SHIP_3172,12,Clear,Strike,0.77,Rail,3,5
SHIP_3173,9,Rainy,None,0.81,Air,1,2
SHIP_3174,13,Snow,Tariff,0.45,Air,5,6
SHIP_3175,14,Rainy,None,0.36,Air,7,6
SHIP_3176,13,Rainy,Strike,0.49,Road,4,6
SHIP_3177,11,Clear,Tariff,0.47,Air,9,5
SHIP_3178,10,Snow,Sanction,0.46,Rail,6,7
SHIP_3179,6,Clear,Sanction,0.43,Air,6,5
SHIP_3180,12,Clear,None,0.7,Sea,3,4
SHIP_3181,2,Snow,Strike,0.53,Road,5,6
SHIP_3182,2,Snow,Tariff,0.87,Sea,6,5
SHIP_3183,3,Storm,Strike,0.43,Rail,4,7
SHIP_3184,11,Storm,Tariff,0.63,Rail,3,7
SHIP_3185,11,Rainy,None,0.31,Rail,5,5
SHIP_3186,6,Snow,Tariff,0.64,Rail,7,6
SHIP_3187,5,Storm,Strike,0.34,Air,6,7
SHIP_3188,2,Rainy,Strike,0.98,Road,2,4
SHIP_3189,5,Rainy,None,0.85,Rail,1,3
SHIP_3190,5,Rainy,Strike,0.64,Sea,5,5
SHIP_3191,11,Storm,Tariff,0.36,Rail,5,7
SHIP_3192,5,Snow,None,0.71,Road,6,5
SHIP_3193,2,Clear,Tariff,0.83,Sea,3,3
SHIP_3194,10,Rainy,Strike,0.43,Sea,1,5
SHIP_3195,4,Storm,None,0.7,Sea,4,5
SHIP_3196,14,Storm,Tariff,0.87,Air,4,6
SHIP_3197,5,Clear,Strike,0.84,Rail,2,4
SHIP_3198,6,Clear,Strike,0.86,Air,8,6
SHIP_3199,14,Storm,Sanction,0.92,Sea,6,9
SHIP_3200,14,Snow,Strike,0.96,Air,3,6
SHIP_3201,8,Clear,Tariff,0.58,Air,1,3
SHIP_3202,7,Storm,None,0.7,Air,3,4
SHIP_3203,6,Clear,Sanction,0.85,Rail,8,6
SHIP_3204,9,Snow,Strike,0.79,Sea,4,7
SHIP_3205,2,Rainy,Strike,1.0,Sea,3,4
SHIP_3206,8,Clear,Strike,0.31,Rail,4,6
SHIP_3207,13,Snow,Tariff,0.55,Air,4,5
SHIP_3208,7,Storm,Sanction,0.5,Air,2,5
SHIP_3209,12,Clear,Tariff,0.48,Road,4,4
SHIP_3210,6,Clear,Sanction,0.46,Road,9,5
SHIP_3211,8,Storm,None,0.8,Road,4,5
SHIP_3212,4,Rainy,Tariff,0.36,Rail,1,3
SHIP_3213,2,Storm,Tariff,0.82,Sea,1,5
SHIP_3214,10,Clear,None,0.79,Road,1,2
SHIP_3215,3,Storm,Sanction,0.48,Sea,5,7
SHIP_3216,14,Snow,Strike,0.48,Sea,6,8
SHIP_3217,11,Storm,None,0.74,Sea,6,6
SHIP_3218,4,Clear,Strike,0.83,Rail,6,5
SHIP_3219,9,Storm,Strike,0.91,Rail,9,9
SHIP_3220,13,Rainy,None,0.9,Rail,1,3
SHIP_3221,11,Storm,Sanction,0.98,Rail,6,8
SHIP_3222,10,Rainy,Strike,0.71,Road,8,7
SHIP_3223,14,Snow,None,0.94,Air,8,7
SHIP_3224,4,Rainy,Tariff,0.87,Air,3,3
SHIP_3225,7,Storm,Tariff,0.93,Air,5,5
SHIP_3226,8,Clear,Tariff,0.31,Road,4,4
SHIP_3227,2,Rainy,None,0.98,Air,1,1
SHIP_3228,8,Snow,Tariff,0.63,Road,9,7
SHIP_3229,5,Rainy,Strike,0.86,Road,5,4
SHIP_3230,6,Rainy,Tariff,0.39,Road,2,4
SHIP_3231,9,Rainy,Tariff,0.58,Air,2,3
SHIP_3232,5,Snow,Strike,0.49,Sea,7,7
SHIP_3233,5,Storm,Tariff,0.5,Air,4,5
SHIP_3234,9,Rainy,Strike,0.39,Air,1,5
SHIP_3235,6,Rainy,Tariff,0.86,Rail,5,5
SHIP_3236,14,Clear,Strike,0.31,Road,2,6
SHIP_3237,7,Snow,Tariff,0.52,Sea,7,6
SHIP_3238,13,Rainy,Strike,0.42,Rail,9,8
SHIP_3239,12,Snow,None,0.71,Sea,1,4
SHIP_3240,6,Rainy,Strike,0.48,Sea,2,6
SHIP_3241,2,Storm,Tariff,0.48,Road,6,6
SHIP_3242,8,Storm,Tariff,0.64,Air,8,6
SHIP_3243,7,Rainy,Sanction,0.76,Road,7,6
SHIP_3244,3,Storm,Strike,0.38,Road,9,8
SHIP_3245,12,Rainy,None,0.42,Rail,2,4
SHIP_3246,8,Storm,Strike,0.47,Road,9,9
SHIP_3247,7,Clear,Strike,0.98,Air,4,4
SHIP_3248,6,Clear,None,0.58,Sea,3,3
SHIP_3249,9,Clear,Strike,0.72,Road,7,5
SHIP_3250,6,Snow,None,0.47,Sea,5,5
SHIP_3251,12,Snow,None,0.64,Road,5,6
SHIP_3252,3,Clear,Strike,0.35,Sea,2,4
SHIP_3253,7,Snow,Strike,0.32,Road,6,7
SHIP_3254,13,Storm,Tariff,0.63,Rail,6,8
SHIP_3255,2,Rainy,Tariff,0.58,Sea,4,4
SHIP_3256,6,Rainy,Sanction,0.4,Road,5,6
SHIP_3257,7,Rainy,Sanction,0.78,Road,7,5
SHIP_3258,8,Clear,Strike,1.0,Rail,8,6
SHIP_3259,3,Snow,None,0.58,Rail,6,4
SHIP_3260,2,Storm,Sanction,0.74,Rail,5,6
SHIP_3261,7,Storm,Strike,0.97,Sea,3,7
SHIP_3262,4,Clear,Sanction,0.88,Sea,7,5
SHIP_3263,6,Storm,None,0.62,Rail,8,6
SHIP_3264,13,Storm,Strike,0.82,Air,3,7
SHIP_3265,12,Storm,None,0.39,Air,5,6
SHIP_3266,14,Storm,Strike,0.66,Road,2,7
SHIP_3267,3,Snow,Sanction,0.5,Air,4,5
SHIP_3268,2,Storm,Tariff,0.41,Road,4,5
SHIP_3269,2,Rainy,Sanction,0.6,Sea,8,6
SHIP_3270,14,Clear,Sanction,0.39,Sea,3,6
SHIP_3271,12,Snow,Tariff,0.79,Air,5,5
SHIP_3272,5,Storm,Tariff,0.62,Sea,5,7
SHIP_3273,11,Snow,Strike,0.67,Rail,2,7
SHIP_3274,14,Storm,Strike,0.4,Rail,9,9
SHIP_3275,3,Rainy,None,0.4,Air,4,3
SHIP_3276,2,Clear,None,0.71,Air,9,4
SHIP_3277,7,Storm,Sanction,0.99,Road,9,8
SHIP_3278,5,Storm,Tariff,0.37,Sea,2,5
SHIP_3279,11,Storm,None,0.5,Road,9,7
SHIP_3280,14,Storm,Sanction,0.91,Road,9,9
SHIP_3281,13,Clear,Tariff,0.35,Rail,2,5
SHIP_3282,8,Clear,Strike,0.91,Rail,6,6
SHIP_3283,12,Rainy,Sanction,0.67,Rail,9,8
SHIP_3284,7,Clear,Strike,0.59,Rail,4,5
SHIP_3285,6,Storm,None,0.52,Road,2,5
SHIP_3286,11,Rainy,None,0.51,Rail,7,5
SHIP_3287,13,Rainy,Tariff,0.51,Sea,9,7
SHIP_3288,14,Rainy,Sanction,0.92,Rail,6,6
SHIP_3289,13,Storm,Strike,0.81,Rail,4,8
SHIP_3290,13,Snow,Tariff,0.77,Rail,1,5
SHIP_3291,13,Storm,None,0.86,Air,4,5
SHIP_3292,3,Clear,None,0.48,Sea,3,3
SHIP_3293,6,Clear,Sanction,0.73,Sea,7,6
SHIP_3294,10,Storm,Strike,0.62,Road,5,8
SHIP_3295,10,Storm,Sanction,0.85,Road,3,6
SHIP_3296,3,Rainy,Strike,0.52,Rail,2,5
SHIP_3297,8,Storm,Strike,0.75,Air,2,6
SHIP_3298,11,Rainy,Sanction,0.92,Road,5,5
SHIP_3299,5,Clear,Tariff,0.58,Road,8,4
SHIP_3300,14,Rainy,Sanction,0.35,Rail,8,8
SHIP_3301,14,Storm,Sanction,0.66,Rail,5,8
SHIP_3302,4,Clear,None,0.54,Road,2,2
SHIP_3303,12,Snow,None,0.77,Road,4,5
SHIP_3304,2,Rainy,Sanction,0.97,Sea,7,5
SHIP_3305,4,Clear,Sanction,0.64,Air,6,3
SHIP_3306,12,Rainy,None,0.63,Sea,7,6
SHIP_3307,10,Clear,Strike,0.76,Road,5,5
SHIP_3308,10,Clear,Sanction,0.37,Sea,2,5
SHIP_3309,8,Rainy,Tariff,0.48,Sea,8,7
SHIP_3310,4,Snow,Tariff,0.94,Road,2,4
SHIP_3311,14,Clear,Tariff,0.77,Rail,8,6
SHIP_3312,4,Clear,Sanction,0.31,Road,7,5
SHIP_3313,5,Clear,Strike,0.44,Rail,3,4
SHIP_3314,8,Snow,Strike,0.78,Road,4,7
SHIP_3315,8,Snow,None,0.84,Road,7,5
SHIP_3316,13,Storm,Sanction,0.89,Road,4,7
SHIP_3317,13,Rainy,Strike,0.5,Air,9,8
SHIP_3318,3,Snow,Sanction,0.95,Rail,7,5
SHIP_3319,13,Rainy,None,0.69,Air,1,3
SHIP_3320,6,Storm,None,0.79,Road,1,3
SHIP_3321,8,Rainy,None,0.72,Sea,4,4
SHIP_3322,8,Snow,Tariff,0.39,Air,9,6
SHIP_3323,7,Rainy,Sanction,0.97,Rail,4,5
SHIP_3324,11,Snow,None,0.39,Road,5,5
SHIP_3325,11,Rainy,Sanction,0.48,Air,1,4
SHIP_3326,13,Snow,Tariff,0.87,Sea,2,6
SHIP_3327,9,Snow,Tariff,0.73,Air,4,5
SHIP_3328,4,Rainy,None,0.89,Rail,4,3
SHIP_3329,2,Storm,None,0.66,Air,6,5
SHIP_3330,4,Clear,Strike,0.56,Sea,6,5
SHIP_3331,12,Storm,Sanction,0.95,Sea,8,9
SHIP_3332,3,Rainy,None,0.33,Rail,9,5
SHIP_3333,3,Storm,Strike,0.9,Sea,1,6
SHIP_3334,3,Snow,Sanction,0.46,Road,1,5
SHIP_3335,6,Clear,None,0.89,Sea,6,4
SHIP_3336,14,Rainy,Strike,0.4,Road,4,7
SHIP_3337,2,Rainy,Strike,0.71,Air,4,4
SHIP_3338,11,Rainy,Sanction,0.92,Road,1,4
SHIP_3339,5,Clear,Strike,0.63,Road,9,6
SHIP_3340,11,Snow,Sanction,0.82,Air,3,5
SHIP_3341,6,Rainy,Sanction,0.86,Sea,5,6
SHIP_3342,3,Storm,Sanction,0.82,Road,1,5
SHIP_3343,6,Rainy,Tariff,0.95,Sea,8,6
SHIP_3344,11,Rainy,Strike,0.61,Air,3,5
SHIP_3345,5,Rainy,Sanction,0.42,Rail,1,4
SHIP_3346,9,Rainy,None,0.33,Sea,6,5
SHIP_3347,2,Snow,Tariff,0.47,Sea,1,4
SHIP_3348,13,Storm,Tariff,0.4,Rail,3,6
SHIP_3349,6,Snow,Strike,0.69,Rail,5,6
SHIP_3350,12,Storm,Sanction,0.43,Air,4,6
SHIP_3351,13,Rainy,Strike,0.33,Sea,7,9
SHIP_3352,11,Clear,Tariff,0.33,Sea,6,6
SHIP_3353,2,Snow,Sanction,0.88,Air,3,4
SHIP_3354,11,Clear,None,0.71,Sea,8,5
SHIP_3355,11,Snow,Sanction,0.55,Road,8,7
SHIP_3356,5,Rainy,Tariff,0.93,Road,2,3
SHIP_3357,9,Snow,None,0.35,Road,7,5
SHIP_3358,2,Rainy,Sanction,0.99,Sea,1,3
SHIP_3359,12,Snow,None,0.73,Road,2,4
SHIP_3360,3,Rainy,None,0.43,Road,8,4
SHIP_3361,2,Rainy,Tariff,0.78,Air,1,2
SHIP_3362,12,Storm,None,0.83,Air,2,4
SHIP_3363,8,Rainy,Strike,0.6,Rail,1,5
SHIP_3364,3,Storm,Tariff,0.9,Rail,5,5
SHIP_3365,2,Rainy,Strike,0.41,Rail,7,6
SHIP_3366,13,Clear,None,0.5,Rail,6,5
SHIP_3367,7,Rainy,Strike,0.37,Air,6,5
SHIP_3368,7,Clear,Sanction,0.45,Air,6,5
SHIP_3369,11,Clear,None,0.47,Air,8,5
SHIP_3370,3,Rainy,Sanction,0.94,Road,5,5
SHIP_3371,2,Clear,Strike,0.35,Road,7,5
SHIP_3372,11,Storm,Sanction,0.6,Rail,3,7
SHIP_3373,4,Snow,None,0.67,Road,9,6
SHIP_3374,11,Rainy,Sanction,0.93,Sea,3,6
SHIP_3375,6,Clear,Strike,1.0,Air,6,5
SHIP_3376,7,Rainy,Strike,0.83,Rail,3,5
SHIP_3377,4,Storm,Strike,0.98,Rail,1,6
SHIP_3378,10,Rainy,None,0.85,Sea,1,4
SHIP_3379,12,Rainy,Strike,0.97,Road,3,5
SHIP_3380,6,Clear,None,0.8,Rail,4,3
SHIP_3381,14,Storm,Sanction,0.36,Road,2,7
SHIP_3382,3,Snow,Strike,0.58,Road,9,7
SHIP_3383,11,Snow,Sanction,0.75,Sea,8,8
SHIP_3384,7,Clear,Tariff,0.55,Rail,3,4
SHIP_3385,13,Rainy,Sanction,0.49,Road,7,7
SHIP_3386,9,Clear,Tariff,0.7,Road,4,4
SHIP_3387,12,Clear,Sanction,0.95,Sea,5,5
SHIP_3388,7,Clear,None,0.32,Sea,4,4
SHIP_3389,5,Rainy,Sanction,0.84,Road,9,6
SHIP_3390,7,Storm,None,0.81,Sea,7,6
SHIP_3391,9,Clear,None,0.97,Road,4,3
SHIP_3392,9,Rainy,Strike,0.95,Rail,8,7
SHIP_3393,14,Storm,None,0.83,Air,2,4
SHIP_3394,11,Clear,Tariff,0.66,Sea,7,6
SHIP_3395,3,Snow,Strike,0.44,Air,1,5
SHIP_3396,9,Storm,Strike,0.68,Road,8,8
SHIP_3397,7,Clear,Sanction,0.84,Road,6,5
SHIP_3398,3,Storm,None,0.93,Road,5,5
SHIP_3399,2,Storm,None,0.85,Air,9,5
SHIP_3400,7,Storm,Tariff,0.44,Road,9,8
SHIP_3401,14,Storm,Sanction,0.72,Sea,3,8
SHIP_3402,8,Storm,Sanction,0.53,Rail,9,8
SHIP_3403,11,Storm,Strike,0.31,Rail,9,9
SHIP_3404,6,Clear,Strike,0.44,Sea,2,4
SHIP_3405,11,Snow,Strike,0.38,Rail,5,7
SHIP_3406,9,Rainy,Tariff,0.89,Air,2,3
SHIP_3407,12,Storm,Tariff,0.48,Road,1,6
SHIP_3408,14,Rainy,Strike,0.5,Road,7,7
SHIP_3409,13,Clear,Sanction,0.97,Road,4,5
SHIP_3410,10,Storm,Tariff,0.57,Air,5,7
SHIP_3411,5,Snow,Sanction,0.31,Air,4,5
SHIP_3412,8,Rainy,Sanction,0.5,Air,6,6
SHIP_3413,9,Storm,None,0.38,Sea,2,5
SHIP_3414,14,Clear,Strike,0.37,Air,8,7
SHIP_3415,7,Snow,None,0.35,Rail,4,5
SHIP_3416,3,Rainy,Strike,0.72,Sea,8,6
SHIP_3417,8,Rainy,Strike,0.43,Sea,3,6
SHIP_3418,14,Storm,Sanction,0.55,Sea,5,9
SHIP_3419,10,Snow,Strike,0.9,Air,3,6
SHIP_3420,6,Snow,Sanction,0.6,Sea,7,6
SHIP_3421,3,Snow,Sanction,0.94,Air,3,4
SHIP_3422,5,Snow,Strike,0.65,Air,8,6
SHIP_3423,4,Clear,Sanction,0.58,Sea,9,6
SHIP_3424,5,Snow,Sanction,0.83,Road,2,5
SHIP_3425,11,Rainy,Sanction,0.35,Road,3,6
SHIP_3426,8,Rainy,Tariff,0.36,Sea,7,6
SHIP_3427,11,Clear,Sanction,0.76,Road,5,5
SHIP_3428,9,Rainy,Tariff,0.64,Rail,7,6
SHIP_3429,2,Rainy,Tariff,0.85,Rail,2,2
SHIP_3430,14,Snow,Sanction,0.94,Air,4,6
SHIP_3431,9,Rainy,Sanction,0.57,Road,1,5
SHIP_3432,6,Clear,Tariff,0.72,Rail,5,3
SHIP_3433,13,Snow,Tariff,0.65,Sea,8,7
SHIP_3434,8,Storm,Sanction,0.99,Road,1,6
SHIP_3435,12,Snow,Sanction,0.88,Rail,7,7
SHIP_3436,12,Clear,Strike,0.94,Rail,7,6
SHIP_3437,2,Snow,Tariff,0.48,Sea,7,6
SHIP_3438,3,Snow,Tariff,0.84,Air,1,3
SHIP_3439,2,Clear,Strike,0.49,Sea,3,4
SHIP_3440,6,Snow,Tariff,0.45,Air,2,5
SHIP_3441,7,Clear,None,0.96,Rail,5,4
SHIP_3442,11,Clear,Tariff,0.31,Air,2,4
SHIP_3443,10,Storm,Strike,0.98,Rail,5,7
SHIP_3444,9,Rainy,None,0.4,Rail,5,5
